Gene	Normal1	Normal2	Normal3	Normal4	Normal5	Normal6	Normal7	Normal8	Normal9	Normal10
KRAS	3.2229892688742248	5.001257019979776	3.5308231528835483	3.313312726	2.638805389282604	2.4170324939124703	5.092945058233442	2.6249470818174414	3.7473134451557386	2.5445299772154817
