Gene	Normal1	Normal2	Normal3	Normal4	Normal5	Normal6	Normal7	Normal8	Normal9	Normal10
EGFR	3.693161273642636	3.051169967254703	4.880172027022648	4.356383606322101	3.981801169205072	4.775580938	0.9973101800173269	3.6739706938017305	2.825875694288093	3.0971230762574304
ALK	0.1544775110652675	0.031233764	0.089727806	0.003881164	0.1071707402214197	0.1196171216090785	0.051315483	2.8639343987301453	0.1653325592245233	0.005723606
