Gene	Normal1	Normal2	Normal3	Normal4	Normal5	Normal6	Normal7	Normal8	Normal9	Normal10	Normal11	Normal12	Normal13	Normal14
BRCA1	0.986570692	1.2598846293753956	0.5548794305099505	1.1557302909454803	1.329593715532876	0.7453865861792328	0.8924215183150478	0.7662472169585606	0.8236065217449065	1.3780937808503844	0.2860535334974115	1.04048812	0.5276159290363465	0.5518144896942039
BRCA2	1.883371443401593	2.3548318837299025	1.047465659528501	1.5817869421951851	2.3028620608301167	0.8778392393686983	1.6476553097090658	1.100157124	0.97987713	1.9964892320017824	0.5872232462921358	2.2572513581882108	0.8335819326954895	1.2423096262294089
